loan_amnt,term,int_rate,grade,sub_grade,emp_length,home_ownership,annual_inc,purpose,dti,delinq_2yrs,open_acc,pub_rec,revol_bal,revol_util,total_acc,actual_default,predicted_prob
18550,0,10.16,B,5,4,1,62500.0,2,22.44,1.0,9.0,0.0,258,5.1,22.0,0,0.2257762
9600,0,8.9,A,4,0,5,190000.0,2,9.13,0.0,10.0,0.0,11184,20.5,17.0,0,0.13624278
2750,0,16.99,D,15,11,4,15000.0,4,7.76,0.0,9.0,0.0,2218,27.0,15.0,0,0.6281999
10200,0,7.21,A,2,6,1,42000.0,1,23.91,0.0,10.0,0.0,7636,13.5,21.0,0,0.13888901
10000,0,13.99,C,13,2,5,30000.0,2,24.12,0.0,9.0,1.0,5642,67.2,10.0,0,0.6636348
12000,0,7.89,A,4,1,1,49000.0,1,17.68,0.0,7.0,0.0,11829,68.0,14.0,0,0.20423363
15000,1,14.65,C,14,0,4,55000.0,1,19.01,0.0,7.0,0.0,13687,56.3,17.0,0,0.62586945
5375,0,13.11,B,8,3,5,19000.0,2,10.99,2.0,10.0,0.0,4295,46.7,16.0,0,0.45921454
15875,1,15.61,C,12,5,1,36000.0,4,10.93,0.0,10.0,1.0,10831,36.7,14.0,0,0.52961594
13000,0,14.64,C,12,5,5,77000.0,1,14.06,0.0,16.0,0.0,14987,98.0,24.0,0,0.43894622
13325,1,16.89,D,18,11,5,42000.0,2,15.34,0.0,7.0,0.0,10618,80.9,9.0,0,0.77386177
10625,0,16.29,C,13,5,1,110000.0,2,4.04,0.0,13.0,5.0,7784,77.1,17.0,0,0.3122339
11425,0,8.18,B,5,0,1,60000.0,1,24.14,1.0,8.0,0.0,27233,49.5,20.0,0,0.24327391
14825,0,6.62,A,1,2,4,30000.0,1,27.53,0.0,12.0,0.0,19029,51.2,28.0,0,0.32808715
8250,0,18.24,D,19,1,1,61000.0,11,15.54,0.0,7.0,0.0,11619,100.2,13.0,0,0.5789652
7500,1,16.49,D,17,0,1,78000.0,0,8.98,1.0,13.0,0.0,16885,34.7,42.0,0,0.43247306
24000,0,7.62,A,2,1,1,80000.0,2,16.83,0.0,12.0,0.0,8541,14.2,45.0,0,0.1333851
16000,1,20.99,E,24,10,1,89000.0,9,5.0,0.0,18.0,1.0,10454,45.3,43.0,1,0.62210184
4000,0,11.67,B,8,6,4,39000.0,1,22.12,0.0,11.0,1.0,3954,24.4,20.0,0,0.2999983
20000,1,12.85,B,8,7,1,90000.0,2,28.77,0.0,22.0,0.0,35749,26.9,39.0,0,0.46033135
5600,0,12.99,C,10,10,5,34000.0,1,6.11,0.0,6.0,1.0,4839,49.4,16.0,0,0.38837144
3000,0,18.25,E,20,3,1,58500.0,9,14.28,0.0,15.0,1.0,5344,41.4,22.0,0,0.5334567
10000,0,7.39,A,3,10,5,60000.0,2,12.82,0.0,12.0,0.0,2873,15.5,16.0,0,0.2940881
25000,0,20.2,E,22,1,5,76000.0,2,24.16,0.0,8.0,0.0,13896,81.7,19.0,0,0.6878046
15000,0,19.52,E,21,1,4,55000.0,2,23.33,0.0,13.0,0.0,35067,71.0,26.0,0,0.6392438
14000,1,22.74,E,20,4,1,46000.0,0,10.41,0.0,4.0,1.0,3830,39.9,12.0,0,0.5348907
15000,1,14.65,C,14,1,1,63000.0,2,32.15,1.0,8.0,0.0,1752,53.1,20.0,1,0.7149477
10000,0,7.9,A,3,10,1,48000.0,1,14.6,0.0,17.0,0.0,6476,64.1,35.0,0,0.25167036
8000,0,12.69,C,11,1,4,30000.0,4,39.31,2.0,16.0,0.0,14835,40.9,29.0,0,0.612352
5000,0,13.11,B,8,1,1,74733.22,4,20.02,0.0,9.0,4.0,7614,53.5,34.0,0,0.28427678
16000,0,14.08,C,12,11,4,65000.0,4,31.98,1.0,7.0,0.0,6686,82.5,15.0,0,0.7062854
16000,0,13.49,C,11,0,1,122000.0,9,27.02,0.0,15.0,0.0,3411,18.2,63.0,0,0.3436602
14000,0,7.07,A,1,4,1,65000.0,2,7.77,0.0,7.0,0.0,1516,15.0,24.0,1,0.12794212
15000,0,13.99,C,12,2,1,70000.0,4,28.92,0.0,10.0,1.0,8432,69.7,21.0,1,0.6035673
7000,0,14.46,C,13,10,5,50000.0,2,17.98,1.0,11.0,0.0,7318,46.3,20.0,1,0.58954835
6000,0,12.69,C,11,9,5,32500.0,2,14.03,0.0,13.0,1.0,5769,38.0,39.0,0,0.48090407
11300,0,6.99,A,2,5,1,72000.0,2,3.63,0.0,5.0,0.0,3979,60.3,20.0,0,0.12748908
20000,0,8.39,A,4,8,5,86725.08,1,11.78,1.0,13.0,0.0,35778,61.4,19.0,0,0.29070964
12150,1,19.99,E,23,8,5,80000.0,2,20.3,1.0,11.0,0.0,37706,93.3,53.0,1,0.71388316
10000,0,11.99,C,10,1,5,120000.0,7,8.79,4.0,14.0,0.0,37084,66.0,44.0,1,0.47528258
6500,0,14.49,C,13,1,5,40000.0,2,34.53,0.0,8.0,0.0,1923,41.8,18.0,1,0.61867315
6000,0,7.12,A,2,1,1,104000.0,1,18.81,0.0,12.0,0.0,10924,41.7,35.0,0,0.13256775
21600,0,11.49,B,9,3,1,58000.0,2,11.71,0.0,4.0,0.0,5912,69.6,10.0,0,0.44053584
12000,0,9.17,B,6,8,5,88000.0,2,9.59,0.0,10.0,1.0,9289,59.9,15.0,0,0.3147113
11200,0,7.97,A,4,5,5,120000.0,1,19.49,0.0,10.0,0.0,20729,61.7,11.0,0,0.39392778
7000,0,11.53,B,9,0,5,145000.0,2,14.19,0.0,7.0,0.0,6988,155.3,15.0,0,0.36576077
16000,0,12.39,C,10,3,5,57811.0,2,37.69,0.0,13.0,0.0,14178,44.9,16.0,0,0.5937334
15000,0,20.99,E,24,6,1,80000.0,2,27.02,1.0,9.0,0.0,6372,91.0,16.0,1,0.71651053
14000,1,9.17,B,6,9,1,95000.0,1,13.11,0.0,15.0,0.0,13860,51.5,38.0,0,0.34304056
15000,0,9.49,B,6,10,5,50000.0,2,15.77,0.0,6.0,0.0,12255,58.9,10.0,0,0.34875882
4800,0,10.42,B,7,1,1,37000.0,9,15.47,0.0,5.0,0.0,785,39.3,15.0,0,0.3098488
18200,0,8.39,A,4,10,1,68800.0,1,16.47,0.0,9.0,0.0,10360,38.5,14.0,0,0.24440138
6000,0,12.62,C,10,6,5,50000.0,2,17.86,0.0,14.0,0.0,5945,24.1,16.0,0,0.5277327
11400,0,9.49,B,6,1,5,30800.0,2,23.62,0.0,12.0,0.0,10100,29.8,22.0,0,0.40959975
25000,1,14.99,C,14,3,5,79000.0,2,23.34,0.0,25.0,0.0,18835,45.3,51.0,0,0.6985923
12100,0,21.99,F,25,4,1,34000.0,2,3.78,0.0,19.0,1.0,2910,42.8,27.0,1,0.7589641
24000,0,10.99,B,6,10,1,125000.0,2,22.15,0.0,20.0,0.0,52340,72.9,43.0,0,0.24564914
13200,1,16.99,D,17,3,5,30000.0,1,30.32,0.0,7.0,0.0,13656,69.3,12.0,1,0.7966859
1800,0,20.99,E,24,5,5,95000.0,6,12.52,1.0,10.0,0.0,562,13.7,13.0,0,0.6285494
13600,1,19.53,D,19,8,1,97000.0,2,13.84,0.0,13.0,0.0,14202,50.2,17.0,0,0.63692546
17000,0,10.99,B,8,1,4,120000.0,6,21.52,0.0,26.0,0.0,27531,51.4,42.0,0,0.46411338
9000,0,12.12,B,7,0,5,37000.0,1,15.68,0.0,13.0,0.0,8681,41.9,15.0,0,0.34305403
12000,0,8.99,B,5,2,1,72800.0,2,25.8,2.0,12.0,0.0,8859,35.4,34.0,0,0.35981533
19200,0,8.38,B,5,3,1,147000.0,4,26.31,0.0,25.0,1.0,21791,36.0,56.0,0,0.33280116
25000,0,6.83,A,2,8,1,84000.0,1,23.03,0.0,14.0,0.0,32446,66.2,32.0,0,0.1511107
7800,0,16.99,D,17,9,4,44000.0,2,21.91,0.0,12.0,0.0,4437,43.1,19.0,0,0.60253537
5000,0,7.96,A,4,11,1,19944.0,2,6.26,0.0,6.0,0.0,2584,31.5,11.0,0,0.4480912
10000,0,16.91,C,14,1,1,39000.0,1,27.72,0.0,10.0,0.0,19585,95.1,15.0,0,0.53088385
10000,0,7.39,A,3,1,1,120000.0,4,7.63,1.0,17.0,0.0,7462,36.4,39.0,0,0.18823402
6000,0,5.32,A,0,1,1,54700.0,6,29.84,0.0,11.0,0.0,17906,49.3,55.0,0,0.20716836
12000,1,13.49,C,11,2,1,75000.0,2,17.86,1.0,11.0,0.0,6960,22.0,21.0,0,0.4355759
12000,0,9.49,B,6,4,1,80000.0,2,23.91,0.0,21.0,0.0,50858,78.0,34.0,0,0.35076028
18000,0,12.12,B,7,1,1,91000.0,2,23.67,0.0,9.0,0.0,59609,93.6,17.0,0,0.25262472
25000,1,9.93,B,6,3,1,82000.0,2,23.01,0.0,15.0,0.0,19288,32.7,38.0,0,0.41747645
33000,0,18.75,D,17,1,5,98000.0,1,14.89,0.0,18.0,0.0,32291,78.0,36.0,0,0.49139592
8000,0,16.02,C,14,1,1,85000.0,4,7.13,1.0,8.0,1.0,164,1.4,15.0,0,0.50304407
25000,1,12.62,C,10,3,1,521010.0,2,2.16,0.0,13.0,1.0,847,1.1,26.0,0,0.4460904
18000,0,6.03,A,0,1,5,130000.0,1,3.49,0.0,8.0,0.0,17066,14.7,25.0,0,0.041278888
20000,1,9.17,B,6,1,4,90000.0,1,16.21,0.0,12.0,0.0,20022,65.2,19.0,0,0.46246743
10000,0,10.49,B,7,6,5,50000.0,1,12.77,0.0,11.0,0.0,16413,48.8,18.0,0,0.45351323
35000,1,24.2,G,30,1,5,88000.0,9,12.09,0.0,5.0,0.0,9839,78.7,20.0,0,0.8128493
13000,0,7.89,A,4,2,5,40000.0,1,25.65,0.0,8.0,0.0,14353,53.0,15.0,0,0.28099573
14500,0,10.49,B,7,5,5,65000.0,2,17.85,0.0,12.0,0.0,14083,62.0,26.0,1,0.40784886
30000,1,30.79,G,30,0,5,200000.0,2,10.07,0.0,9.0,0.0,5544,63.7,24.0,0,0.79554343
18400,0,7.26,A,3,1,1,76000.0,2,26.15,0.0,13.0,0.0,38298,50.0,32.0,0,0.19376427
6500,0,9.49,B,6,10,1,38000.0,2,20.34,1.0,11.0,1.0,3752,33.5,17.0,0,0.35824433
21000,1,13.99,C,13,2,1,72000.0,2,27.78,0.0,14.0,0.0,32669,89.0,35.0,0,0.6758755
7600,0,11.53,B,9,1,5,31106.0,2,24.23,0.0,3.0,0.0,5898,71.9,8.0,0,0.36408553
14000,1,21.49,D,19,3,1,50000.0,2,12.79,0.0,16.0,1.0,15345,55.4,26.0,0,0.68637514
4000,0,15.99,D,16,9,5,45000.0,2,30.94,0.0,10.0,0.0,16271,94.1,11.0,0,0.6233282
4000,0,13.59,C,11,1,5,45000.0,7,4.85,1.0,16.0,1.0,5036,28.0,26.0,0,0.46683633
18000,0,14.65,C,14,2,1,90000.0,2,21.1,0.0,10.0,0.0,16312,91.6,11.0,0,0.5353694
4000,0,13.98,C,10,6,1,40130.0,2,17.97,0.0,5.0,0.0,3528,34.0,15.0,0,0.3195269
6000,0,6.39,A,1,0,5,54000.0,1,26.53,2.0,14.0,0.0,7790,40.4,21.0,0,0.26420277
8500,0,10.99,B,6,2,5,25000.0,1,11.13,0.0,9.0,0.0,477,1.3,14.0,0,0.32946572
8000,0,7.97,A,4,10,5,80000.0,2,15.69,0.0,4.0,0.0,20556,64.6,13.0,0,0.27841416
12000,0,13.59,C,11,1,1,43000.0,1,34.16,0.0,8.0,0.0,10442,54.1,16.0,1,0.44870692
8000,0,11.99,B,9,0,5,30000.0,1,54.64,0.0,13.0,0.0,11293,52.8,17.0,0,0.50894207
4000,0,9.17,B,6,4,1,30000.0,4,10.4,0.0,6.0,1.0,7618,61.4,9.0,0,0.29398707
10000,0,8.39,A,4,1,5,60000.0,2,17.28,0.0,15.0,0.0,14426,31.4,22.0,0,0.3842045
11000,0,5.32,A,0,5,1,75000.0,1,22.08,0.0,14.0,0.0,10215,28.6,31.0,0,0.18437356
18000,0,6.24,A,1,1,4,82500.0,2,20.58,0.0,22.0,0.0,20798,26.5,47.0,0,0.13447201
30225,0,12.59,C,11,3,4,94000.0,2,34.57,0.0,13.0,0.0,44941,80.8,27.0,0,0.44673473
21000,1,10.49,B,7,5,4,91000.0,2,21.89,0.0,13.0,0.0,21097,84.1,27.0,0,0.5314982
3000,0,11.14,B,6,1,1,95000.0,6,4.86,0.0,4.0,0.0,6649,85.2,19.0,0,0.1400747
12500,1,16.99,D,17,3,5,52500.0,1,26.22,1.0,10.0,0.0,12941,78.9,10.0,0,0.75193065
18000,0,14.16,C,11,10,5,56000.0,2,14.37,0.0,21.0,0.0,20224,64.2,60.0,0,0.4147843
32000,0,11.47,B,9,10,1,110000.0,2,34.0,0.0,11.0,0.0,42128,76.9,23.0,1,0.3940738
10000,0,13.99,C,13,6,5,92172.0,9,12.03,0.0,7.0,0.0,6005,20.2,11.0,0,0.41889665
11500,0,15.1,C,11,1,1,35000.0,2,24.93,1.0,17.0,0.0,9972,43.5,29.0,1,0.4572903
17500,1,19.89,E,22,8,5,70000.0,2,26.3,0.0,18.0,0.0,9706,50.3,47.0,1,0.8284115
7000,0,13.65,C,10,2,5,65000.0,2,15.81,0.0,7.0,1.0,5555,62.0,46.0,0,0.37394267
8000,0,6.89,A,2,7,5,29500.0,1,18.96,0.0,12.0,0.0,7420,17.1,16.0,0,0.17675479
9300,0,11.44,B,8,0,5,36000.0,1,5.43,0.0,15.0,0.0,5006,64.2,24.0,1,0.52211946
12000,0,6.03,A,0,4,1,85000.0,1,19.19,0.0,12.0,0.0,32572,40.4,33.0,0,0.081334114
15000,1,19.99,E,23,4,1,50000.0,2,27.08,2.0,14.0,0.0,6066,29.6,39.0,0,0.8328915
24650,1,16.55,D,16,1,1,66000.0,1,13.67,4.0,19.0,0.0,621,9.6,54.0,1,0.75804776
3500,0,10.16,B,5,10,5,30000.0,9,5.52,0.0,5.0,0.0,672,51.7,6.0,0,0.34178045
13825,0,20.2,E,22,6,5,130000.0,2,14.3,0.0,7.0,4.0,2128,68.6,13.0,0,0.766366
13000,1,13.66,C,12,1,5,41600.0,2,19.24,1.0,7.0,1.0,9756,78.7,38.0,1,0.6628938
10450,0,18.99,D,17,1,1,73000.0,2,23.89,1.0,17.0,0.0,17324,79.5,40.0,0,0.6180795
7000,0,10.99,B,8,4,1,20000.0,1,23.71,0.0,15.0,0.0,6815,39.6,25.0,0,0.41550925
35000,0,15.61,C,14,1,5,200000.0,2,15.4,1.0,9.0,0.0,28381,75.7,51.0,0,0.41394836
18000,0,10.99,B,8,4,1,82000.0,4,18.66,0.0,11.0,0.0,8640,72.0,16.0,0,0.40831771
18000,1,17.97,D,15,1,1,55000.0,2,11.72,0.0,6.0,0.0,15513,89.0,13.0,0,0.3184266
9000,0,6.99,A,1,4,1,65000.0,6,11.24,0.0,29.0,1.0,3946,9.7,35.0,0,0.17096339
13150,0,15.61,C,13,2,5,68000.0,2,2.81,1.0,6.0,2.0,3791,40.3,11.0,0,0.4497109
12325,0,22.99,F,25,8,5,40000.0,7,18.7,0.0,12.0,0.0,3370,21.6,16.0,0,0.72735226
20000,0,11.44,B,8,0,5,70000.0,4,5.91,1.0,13.0,0.0,9431,51.5,31.0,0,0.5014789
14275,1,20.3,E,24,6,1,54000.0,4,19.31,0.0,10.0,1.0,11619,81.8,20.0,0,0.71791446
8000,0,9.17,B,6,1,5,55500.0,2,8.17,0.0,8.0,1.0,5326,48.4,28.0,0,0.28318125
15000,0,8.18,B,5,10,1,80000.0,2,15.21,0.0,17.0,0.0,16024,17.8,32.0,0,0.23936616
22000,0,13.49,C,11,7,1,50000.0,2,5.76,0.0,5.0,0.0,8531,37.7,18.0,0,0.42991525
10000,0,10.49,B,7,1,5,123000.0,2,8.51,4.0,6.0,0.0,1899,54.3,25.0,0,0.46591216
4200,0,15.99,D,16,1,5,150000.0,2,5.01,0.0,13.0,1.0,2873,21.4,33.0,0,0.42899668
35000,1,16.99,D,17,1,1,140000.0,9,16.35,1.0,12.0,0.0,27733,59.5,21.0,1,0.6695452
10000,0,11.53,B,9,5,1,49000.0,1,36.84,0.0,9.0,0.0,21590,99.0,17.0,0,0.39266974
15600,1,23.4,E,24,1,1,60000.0,2,28.52,1.0,16.0,0.0,27105,84.7,32.0,0,0.7670968
28000,1,24.99,F,27,1,5,87258.0,2,33.86,0.0,18.0,0.0,29210,40.0,38.0,1,0.8563552
15500,0,6.99,A,2,3,5,40000.0,2,19.71,0.0,22.0,0.0,11093,55.2,36.0,0,0.26594323
10000,0,9.99,B,7,5,5,150000.0,9,10.29,0.0,4.0,0.0,0,0.0,13.0,0,0.32488033
15000,0,9.17,B,6,9,5,50000.0,2,9.22,0.0,6.0,0.0,12063,64.9,12.0,0,0.30706316
6000,0,7.89,A,4,10,5,38000.0,2,26.15,0.0,14.0,0.0,15293,66.8,39.0,1,0.38767558
12000,1,11.49,B,8,3,5,30000.0,6,24.04,0.0,7.0,0.0,8166,51.7,12.0,0,0.62642145
8400,0,7.9,A,3,1,1,86000.0,1,5.68,0.0,13.0,0.0,12686,43.0,28.0,0,0.16995567
11025,1,18.25,D,17,1,1,83000.0,4,8.17,1.0,9.0,1.0,4890,85.8,19.0,0,0.5970954
7875,0,17.27,D,17,10,1,66000.0,6,18.2,1.0,14.0,0.0,12765,51.0,23.0,1,0.5699435
14400,0,12.29,C,10,4,4,50000.0,2,21.92,1.0,24.0,1.0,8645,35.4,29.0,1,0.5598933
10000,0,8.99,B,5,1,1,54000.0,2,28.09,0.0,17.0,0.0,18443,22.7,40.0,0,0.34655142
20000,1,10.99,B,8,1,1,90000.0,8,19.0,0.0,11.0,0.0,10444,47.9,21.0,1,0.49315017
10000,0,12.99,C,11,0,1,54000.0,1,33.22,0.0,14.0,0.0,3960,24.0,25.0,0,0.51068413
29975,0,10.99,B,6,7,1,60000.0,1,15.04,0.0,12.0,0.0,35398,43.5,27.0,0,0.23734629
15000,1,11.53,B,9,10,4,66000.0,2,21.49,0.0,10.0,0.0,16795,56.2,11.0,0,0.5232359
35000,0,11.47,B,9,1,4,100000.0,2,8.53,0.0,11.0,0.0,97199,67.4,28.0,0,0.3975606
23325,1,22.95,F,25,1,4,75000.0,2,26.37,1.0,9.0,0.0,16376,72.8,30.0,0,0.74775004
12000,1,15.61,D,15,1,5,48000.0,1,28.44,0.0,7.0,0.0,28151,61.9,9.0,0,0.7750432
15000,1,8.39,B,5,1,4,58000.0,1,13.61,0.0,9.0,0.0,13567,46.8,12.0,0,0.4690266
18000,0,11.44,B,8,3,5,82000.0,2,19.44,1.0,17.0,0.0,28005,84.9,33.0,0,0.44863367
18825,0,18.54,E,20,1,4,75000.0,2,14.14,0.0,19.0,2.0,23852,58.5,23.0,1,0.63389766
35000,0,17.27,D,16,4,5,100000.0,2,35.27,1.0,10.0,0.0,6474,16.3,36.0,0,0.7267567
6400,0,8.19,A,4,10,5,55000.0,1,14.55,0.0,9.0,0.0,9834,39.5,21.0,0,0.2135057
15600,0,19.99,D,18,4,5,61100.0,2,28.25,0.0,24.0,0.0,26603,57.8,27.0,1,0.7574381
10000,0,5.32,A,0,2,1,195000.0,2,7.4,0.0,9.0,0.0,20519,49.9,16.0,0,0.08147643
7125,0,15.61,C,14,1,1,34000.0,2,16.59,0.0,8.0,1.0,6584,62.0,30.0,0,0.4529664
17600,0,14.07,C,12,2,5,40000.0,2,36.85,0.0,20.0,0.0,19151,66.0,40.0,0,0.59183776
20000,0,12.79,C,10,0,1,96000.0,9,5.5,0.0,6.0,0.0,15103,85.3,7.0,0,0.5299502
15000,1,17.86,D,19,11,5,350000.0,2,9.6,0.0,30.0,1.0,22759,49.2,51.0,0,0.70879155
27600,0,14.49,C,13,1,1,75000.0,2,25.49,0.0,10.0,0.0,22027,87.4,27.0,1,0.4845743
25000,0,8.24,B,5,11,5,87552.0,1,22.79,0.0,14.0,0.0,52269,62.7,35.0,0,0.5692958
25000,1,26.3,E,24,4,1,51300.0,2,44.7,0.0,27.0,0.0,32056,61.6,70.0,0,0.7311746
14400,0,7.89,A,4,1,1,106000.0,2,6.88,1.0,9.0,0.0,11778,52.6,36.0,0,0.15466125
8950,0,20.75,E,21,10,1,60000.0,2,21.55,1.0,11.0,3.0,728,13.5,21.0,1,0.6588334
25000,1,11.47,B,9,5,5,90000.0,1,32.44,1.0,11.0,0.0,24901,50.6,26.0,0,0.6544169
11000,0,13.16,C,12,2,5,54996.0,2,7.62,0.0,10.0,0.0,10756,69.8,19.0,0,0.47609288
32000,0,13.99,C,13,8,5,105000.0,2,18.98,1.0,7.0,0.0,15040,95.8,27.0,0,0.5788885
12250,1,20.0,D,18,7,1,130000.0,2,8.41,0.0,13.0,0.0,13273,69.9,15.0,1,0.68351597
15000,0,16.99,D,15,6,1,60000.0,9,21.84,6.0,17.0,0.0,4579,11.8,62.0,1,0.5965579
30000,1,21.99,F,25,2,1,109836.0,2,22.12,2.0,9.0,0.0,3738,34.0,30.0,0,0.77607405
16000,0,12.29,C,10,7,1,95000.0,9,26.95,0.0,8.0,0.0,17040,92.6,26.0,1,0.40545478
7000,0,11.99,C,10,5,5,21000.0,2,17.43,0.0,12.0,0.0,13790,47.7,18.0,0,0.56570613
3200,0,18.25,E,20,3,5,48600.0,9,10.22,0.0,9.0,0.0,3472,38.2,13.0,0,0.5230038
10800,1,19.52,E,22,1,5,60000.0,2,4.5,1.0,6.0,0.0,3787,40.5,15.0,0,0.7106858
31000,1,14.99,C,14,1,5,69500.0,2,12.24,0.0,10.0,0.0,12810,24.4,19.0,0,0.65891623
12000,0,7.89,A,4,1,1,65000.0,1,15.71,2.0,5.0,0.0,5120,58.2,18.0,1,0.2422649
1600,0,14.99,C,13,3,5,32000.0,9,20.56,0.0,8.0,0.0,1729,66.5,26.0,0,0.3903217
20000,0,5.32,A,0,1,1,108000.0,11,13.8,1.0,9.0,0.0,20173,85.8,15.0,0,0.42994213
10000,1,7.89,A,4,1,1,35000.0,2,25.58,0.0,10.0,0.0,7841,64.8,14.0,0,0.52375704
6800,0,13.49,C,11,11,5,13620.0,1,20.62,0.0,7.0,1.0,5369,32.0,9.0,0,0.6813126
9600,0,7.89,A,4,1,1,108000.0,1,25.93,0.0,20.0,0.0,37679,63.6,43.0,0,0.24032882
15000,0,7.89,A,4,1,1,99000.0,2,10.17,0.0,10.0,0.0,20968,88.1,29.0,0,0.17637992
18000,0,11.54,C,14,2,5,27000.0,7,10.8,0.0,5.0,0.0,8537,75.5,5.0,0,0.54332155
2000,0,13.49,C,11,1,5,45000.0,2,23.09,0.0,7.0,0.0,15292,72.1,14.0,0,0.60786325
10000,0,13.33,C,12,11,1,25000.0,2,29.81,0.0,7.0,0.0,18990,62.3,18.0,0,0.5498501
14400,1,14.48,C,14,0,1,85000.0,4,17.52,0.0,21.0,1.0,19063,45.2,33.0,1,0.6386774
19600,1,19.72,D,19,6,1,47000.0,2,29.97,0.0,16.0,0.0,28366,62.5,33.0,1,0.69454896
21350,1,20.99,E,24,7,4,58000.0,1,21.52,0.0,12.0,0.0,23888,69.2,15.0,1,0.710685
16000,1,24.99,E,23,2,5,70000.0,11,9.78,0.0,13.0,0.0,10109,25.5,38.0,1,0.73153996
26000,1,11.71,B,7,0,1,52000.0,2,24.21,0.0,20.0,0.0,35488,32.4,35.0,0,0.45850143
8000,0,11.99,B,9,11,5,45000.0,1,10.56,0.0,7.0,1.0,8531,40.4,24.0,0,0.46553048
30000,1,19.52,D,18,7,5,425000.0,6,4.79,1.0,14.0,0.0,16538,65.4,50.0,0,0.6752879
6025,0,15.99,C,14,1,4,30000.0,8,23.88,0.0,3.0,0.0,3973,88.3,16.0,0,0.54616785
4200,0,14.08,C,12,1,1,47000.0,2,21.07,0.0,10.0,0.0,9756,57.1,14.0,0,0.4735629
17000,0,12.99,C,10,4,1,80000.0,2,8.22,0.0,7.0,0.0,9863,85.0,7.0,1,0.40325162
16525,1,18.24,D,19,1,1,46000.0,2,34.12,0.0,25.0,1.0,29654,64.6,52.0,1,0.7574949
24000,1,7.89,A,4,1,1,175000.0,2,13.85,0.0,10.0,0.0,79311,71.3,30.0,0,0.24235499
18000,0,12.09,C,11,1,1,67000.0,1,19.22,0.0,9.0,1.0,22897,64.5,25.0,1,0.37292826
18000,1,13.67,C,13,1,5,50000.0,2,20.0,0.0,11.0,0.0,18570,47.6,19.0,1,0.6878589
8000,0,14.65,C,14,0,5,58000.0,2,11.71,1.0,19.0,0.0,5848,57.0,21.0,1,0.5556867
12400,0,12.49,B,9,6,1,66560.0,2,18.27,1.0,9.0,0.0,16274,79.4,40.0,0,0.3038286
16000,1,12.29,C,10,1,5,110000.0,2,10.34,1.0,9.0,0.0,6016,16.0,24.0,0,0.48159233
12000,0,7.89,A,4,8,5,77000.0,1,9.76,0.0,4.0,0.0,12211,84.8,11.0,0,0.16766666
30000,1,18.25,D,17,1,5,100000.0,2,6.46,1.0,9.0,0.0,4950,56.9,19.0,0,0.77504766
35000,1,30.84,G,31,0,5,76600.0,2,10.78,0.0,11.0,0.0,34663,40.9,23.0,1,0.79454345
9000,0,16.29,D,15,2,1,42000.0,6,18.77,0.0,5.0,1.0,305,15.2,14.0,0,0.5456578
8000,0,12.35,B,8,10,5,40000.0,2,16.38,0.0,14.0,0.0,3121,78.0,17.0,0,0.38403365
6875,0,18.25,E,20,1,1,92000.0,4,16.79,1.0,8.0,0.0,9946,56.2,13.0,0,0.52504975
18900,0,9.67,B,5,6,5,42000.0,1,19.74,0.0,10.0,0.0,17498,67.3,15.0,0,0.34451342
35000,1,26.49,F,26,5,5,80500.0,9,13.18,1.0,6.0,0.0,1096,4.8,8.0,1,0.93509424
15000,0,9.99,B,7,1,1,41000.0,1,15.98,4.0,13.0,1.0,13672,85.4,34.0,1,0.41619712
18000,1,9.49,B,6,2,5,70000.0,2,17.54,0.0,11.0,0.0,18636,43.5,20.0,1,0.47085825
16300,0,16.99,D,17,5,5,48000.0,2,27.48,0.0,16.0,1.0,12990,65.9,41.0,1,0.7234955
15000,1,8.38,B,5,10,4,34000.0,2,19.98,0.0,14.0,0.0,11291,29.7,21.0,1,0.48145124
15000,0,11.53,B,9,0,1,50000.0,4,9.65,0.0,10.0,0.0,5720,23.7,40.0,1,0.33862564
15200,0,12.85,B,8,1,1,80000.0,2,16.47,1.0,10.0,0.0,11097,78.7,20.0,0,0.34142485
20000,1,16.55,D,16,8,1,79000.0,4,18.68,0.0,10.0,0.0,4936,36.6,16.0,0,0.6835215
30000,1,14.08,C,12,8,1,110000.0,1,9.72,0.0,16.0,0.0,29010,32.4,54.0,0,0.39137703
12000,1,16.99,D,17,1,5,45000.0,2,6.53,0.0,9.0,0.0,8368,23.9,9.0,0,0.7036319
15000,0,12.99,C,11,4,1,63000.0,2,16.9,0.0,10.0,0.0,12949,58.1,22.0,0,0.4602167
6350,0,15.61,D,15,5,1,39000.0,1,30.55,0.0,15.0,1.0,13616,43.9,44.0,0,0.578131
28000,0,19.2,D,17,1,1,85000.0,2,19.14,0.0,7.0,0.0,22887,82.0,29.0,0,0.4096837
13425,0,25.82,E,23,9,5,32000.0,1,23.78,0.0,6.0,0.0,7199,82.7,10.0,0,0.7496057
12600,1,9.75,B,7,11,1,58000.0,2,23.59,0.0,6.0,0.0,15102,65.7,18.0,0,0.6541441
5000,0,11.99,C,10,2,5,24000.0,2,32.97,1.0,10.0,0.0,14533,48.4,11.0,0,0.6137743
6000,0,14.16,C,11,2,1,66000.0,7,20.18,0.0,12.0,0.0,33716,73.6,17.0,0,0.44381446
13200,1,11.47,B,9,1,1,82000.0,2,33.15,0.0,18.0,0.0,20521,54.4,52.0,1,0.5446324
